coarse_bin,observed_accidents,expected_accidents,background_measurements,stations,bootstrap_ci_95_low,bootstrap_ci_95_high,bootstrap_median,bootstrap_standard_error,bootstrap_probability_above_1,bootstrap_reps,bootstrap_stations,relative_accident_frequency,variable,radius_km,severity_group,analysis_season,max_time_difference_minutes,bin_order
30-35,1,0.4646243251969702,40486,178,0.0,8.17825828745353,2.0128446969497076,2.40476411425006,0.6308,5000,194,2.1522764645954893,fg,20,Serious or fatal,Summer,5,6
>=35,4,0.16568540366059464,14917,146,0.0,70.67410455940272,22.709769473512615,17.873955463485864,0.957,5000,194,24.142138725714013,fg,20,Serious or fatal,Summer,5,7
0-5,84,75.6489156677522,5872950,119,0.9312938053323611,1.2909615675140982,1.1065770606797583,0.09195136012297918,0.8828,5000,119,1.1103926508203437,fg,20,Serious or fatal,Fall,5,0
5-10,62,64.7019905323041,4951848,119,0.7732665893010686,1.1408047253170495,0.9576937089250097,0.09394560689281181,0.328,5000,119,0.9582394527575615,fg,20,Serious or fatal,Fall,5,1
10-15,33,42.05194377393536,3221317,119,0.5542138236969542,1.0328598873607688,0.7867709792943399,0.12287333014473725,0.0398,5000,119,0.7847437487646899,fg,20,Serious or fatal,Fall,5,2
15-20,16,19.719997631989052,1518703,119,0.45710481247357,1.2433113767903954,0.8105818535777765,0.2022060439891091,0.1814,5000,119,0.811359123798544,fg,20,Serious or fatal,Fall,5,3
20-25,6,6.966453686808008,571703,119,0.285968183203433,1.573308967015346,0.8388530128282343,0.33013371875386116,0.3134,5000,119,0.8612703492685053,fg,20,Serious or fatal,Fall,5,4
25-30,9,2.1373122937871667,183635,119,1.8091975001967158,7.20922108988732,4.140060352979932,1.3787598083274735,0.996,5000,119,4.21089609888157,fg,20,Serious or fatal,Fall,5,5
30-35,1,0.5563125391342508,51227,115,0.0,5.941513934926955,1.7209966172979216,1.7904374980333715,0.6298,5000,119,1.7975507105344561,fg,20,Serious or fatal,Fall,5,6
>=35,1,0.2170738742898274,21072,99,0.0,17.638922579780058,4.339815514404796,5.203441762578101,0.6288,5000,119,4.60672664212389,fg,20,Serious or fatal,Fall,5,7
<-6,37,37.175985530218185,2899580,111,0.7055955810784096,1.3276939514137827,0.9944575567324607,0.15798329770440894,0.4834,5000,111,0.9952661502389725,temperature,20,Serious or fatal,Winter,5,0
-6--3,46,49.38736310365483,3671703,111,0.738517758237631,1.1234502336892866,0.9311426674336671,0.0983467479149061,0.2314,5000,111,0.9314123514441258,temperature,20,Serious or fatal,Winter,5,1
-3-0,80,78.72948649282151,5591066,111,0.8501041353641536,1.175106235723596,1.0152847709782462,0.08215194449781356,0.5688,5000,111,1.0161377085483003,temperature,20,Serious or fatal,Winter,5,2
0-3,118,93.49614457352024,6271211,111,1.0927461037995088,1.4200127130077278,1.2623187646500895,0.083031081045977,0.9986,5000,111,1.2620841269792817,temperature,20,Serious or fatal,Winter,5,3
3-6,42,57.977153205163006,3712536,111,0.5406415316910957,0.9235123801781867,0.7213281835599963,0.09708989381557441,0.0038,5000,111,0.7244232887974879,temperature,20,Serious or fatal,Winter,5,4
6-9,17,22.663129480659368,1354063,111,0.4609161523161869,1.120908204341836,0.7489976679950975,0.16745769403082833,0.0802,5000,111,0.750117057509985,temperature,20,Serious or fatal,Winter,5,5
9-12,2,1.7978575771619685,141266,100,0.0,2.955508840667357,1.080108393888577,0.811645791298058,0.5464,5000,111,1.1124351702859168,temperature,20,Serious or fatal,Winter,5,6
12-15,0,0.2635120177191632,15628,56,0.0,0.0,0.0,0.0,0.0,5000,111,0.0,temperature,20,Serious or fatal,Winter,5,7
>=15,0,0.5093680190817063,10224,27,0.0,0.0,0.0,0.0,0.0,5000,111,0.0,temperature,20,Serious or fatal,Winter,5,8
<-6,1,5.010107078116996,230384,78,0.0,0.7417317646866105,0.18773697148432833,0.21745617220902447,0.0054,5000,80,0.1995965324509274,temperature,20,Serious or fatal,Spring,5,0
-6--3,5,8.838434823988464,448851,79,0.11344290106455436,1.064824790216615,0.5385462649359192,0.2539884728393055,0.0438,5000,80,0.5657110223214479,temperature,20,Serious or fatal,Spring,5,1
-3-0,15,20.115866490670548,1056153,80,0.4002321047054263,1.1899766803100476,0.7462298585455402,0.1999296355839581,0.1136,5000,80,0.7456800335673726,temperature,20,Serious or fatal,Spring,5,2
0-3,35,36.4354680224346,1942163,80,0.6799798735101682,1.2210310216455569,0.9585871677019928,0.1372857583460963,0.3794,5000,80,0.9606024541375253,temperature,20,Serious or fatal,Spring,5,3
3-6,33,45.74612727706699,2348164,80,0.5202880572554613,0.9325880076889198,0.7185037848575628,0.10643210286511913,0.0066,5000,80,0.7213725393656054,temperature,20,Serious or fatal,Spring,5,4
6-9,46,42.606202802561405,2045870,80,0.8378871558895414,1.341870004694993,1.0746664302919005,0.1288508107094736,0.7284,5000,80,1.0796550026569034,temperature,20,Serious or fatal,Spring,5,5
9-12,32,16.16774700112496,805246,80,1.4402377199399943,2.539638016348213,1.9715722879005049,0.27942454236607017,1.0,5000,80,1.9792491803448817,temperature,20,Serious or fatal,Spring,5,6
12-15,11,3.8124972940995363,203837,79,1.4424986342028385,4.392192162264947,2.856578687004637,0.7470361890461094,0.997,5000,80,2.8852479494278724,temperature,20,Serious or fatal,Spring,5,7
>=15,2,1.267549209936475,60995,76,0.0,3.925397130477636,1.5049671026313043,1.0658290505096264,0.6576,5000,80,1.5778480112028415,temperature,20,Serious or fatal,Spring,5,8
<-6,0,0.08168945165797976,4678,56,0.0,0.0,0.0,0.0,0.0,5000,167,0.0,temperature,20,Serious or fatal,Summer,5,0
-6--3,0,0.9566633193742996,65695,110,0.0,0.0,0.0,0.0,0.0,5000,167,0.0,temperature,20,Serious or fatal,Summer,5,1
-3-0,4,6.551662974985591,494828,154,0.14815341849551306,1.2253817188228817,0.5972697918226071,0.28307844984175945,0.0894,5000,167,0.6105320153481791,temperature,20,Serious or fatal,Summer,5,2
0-3,18,25.83914031791247,1914971,167,0.4084229632266581,1.001025590774616,0.690468042960245,0.1516731414382313,0.0258,5000,167,0.6966176033156125,temperature,20,Serious or fatal,Summer,5,3
3-6,39,75.36315315101245,5485906,167,0.3546239721696675,0.6867404272735366,0.5136926821269363,0.08408136100433625,0.0,5000,167,0.5174942709980821,temperature,20,Serious or fatal,Summer,5,4
6-9,130,158.73734753383746,10650488,167,0.6988603699704384,0.9394995084628169,0.8169647281163513,0.06110090895696574,0.0012,5000,167,0.8189629096094627,temperature,20,Serious or fatal,Summer,5,5
9-12,183,188.06659086686125,10901081,167,0.8616481974931958,1.093387494826612,0.9738034557833801,0.05822148883520087,0.328,5000,167,0.9730595910549149,temperature,20,Serious or fatal,Summer,5,6
12-15,135,89.3138724653782,4930849,167,1.2883954446773804,1.7496278234354734,1.5093433448641802,0.11702332852700525,1.0,5000,167,1.51152330845728,temperature,20,Serious or fatal,Summer,5,7
>=15,64,28.089879918980255,1622470,167,1.812170532512496,2.7733330162394294,2.270188136197717,0.24449921689602439,1.0,5000,167,2.278400626296568,temperature,20,Serious or fatal,Summer,5,8
<-6,4,8.634234066445496,468355,98,0.09807482270708913,0.9913640700331731,0.45114414086801724,0.23707516424560737,0.0238,5000,99,0.4632721292030832,temperature,20,Serious or fatal,Fall,5,0
-6--3,18,16.002272237152415,881520,99,0.6474616732940535,1.670571419398282,1.127814161418071,0.25959060132774897,0.6914,5000,99,1.124840256011235,temperature,20,Serious or fatal,Fall,5,1
-3-0,32,32.059102296664584,1814088,99,0.7144136474715196,1.27723286872947,0.9961915894938967,0.14471822336932577,0.4892,5000,99,0.998156458152893,temperature,20,Serious or fatal,Fall,5,2
0-3,60,50.720162348041804,2827629,99,0.9302179396801997,1.4466328491665186,1.1819632154469197,0.1304457592505612,0.9206,5000,99,1.182961513180497,temperature,20,Serious or fatal,Fall,5,3
3-6,40,48.18044850605774,2676552,99,0.59479398713533,1.0719875176549298,0.8244042892375112,0.12129396736314527,0.0764,5000,99,0.8302122798830066,temperature,20,Serious or fatal,Fall,5,4
6-9,28,28.976073816471818,1605058,99,0.6711902790293494,1.2666067297146093,0.960387218424237,0.15386117479207834,0.3994,5000,99,0.96631449027035,temperature,20,Serious or fatal,Fall,5,5
9-12,12,9.088344298766899,523664,99,0.5819799327771414,2.1558914477151387,1.3054802228621165,0.407018134072284,0.7806,5000,99,1.320372512915048,temperature,20,Serious or fatal,Fall,5,6
12-15,1,0.9833578693335819,57589,87,0.0,3.3628857783454973,0.9774210947353097,0.9934387729214623,0.4762,5000,99,1.0169237783978853,temperature,20,Serious or fatal,Fall,5,7
>=15,0,0.3560045610656302,15164,48,0.0,0.0,0.0,0.0,0.0,5000,99,0.0,temperature,20,Serious or fatal,Fall,5,8
